subject	predicate	object
movie7249	ex:featuresStrongCastPair	castPair483
movie7249	ex:featuresStrongCastPair	castPair514
movie7249	ex:featuresStrongCastPair	castPair252
movie7249	ex:featuresStrongCastPair	castPair251
movie7249	ex:featuresStrongCastPair	castPair253
movie7249	ex:featuresStrongCastPair	castPair254
movie7249	ex:featuresStrongCastPair	castPair256
movie7249	ex:featuresStrongCastPair	castPair255
movie7249	ex:featuresStrongCastPair	castPair257
movie7249	ex:featuresStrongCastPair	castPair498
movie7249	ex:featuresStrongCastPair	castPair499
movie24	ex:featuresStrongCastPair	castPair217
movie24	ex:featuresStrongCastPair	castPair218
movie24	ex:featuresStrongCastPair	castPair214
movie24	ex:featuresStrongCastPair	castPair215
movie24	ex:featuresStrongCastPair	castPair216
movie24	ex:featuresStrongCastPair	castPair439
movie24	ex:featuresStrongCastPair	castPair226
movie24	ex:featuresStrongCastPair	castPair227
movie24	ex:featuresStrongCastPair	castPair224
movie24	ex:featuresStrongCastPair	castPair225
movie24	ex:featuresStrongCastPair	castPair242
movie24	ex:featuresStrongCastPair	castPair243
movie24	ex:featuresStrongCastPair	castPair241
movie24	ex:featuresStrongCastPair	castPair423
movie24	ex:featuresStrongCastPair	castPair424
movie1075794	ex:featuresStrongCastPair	castPair364
movie1124	ex:featuresStrongCastPair	castPair531
movie9064	ex:featuresStrongCastPair	castPair588
movie4538	ex:featuresStrongCastPair	castPair264
movie4538	ex:featuresStrongCastPair	castPair260
movie502356	ex:featuresStrongCastPair	castPair629
movie502356	ex:featuresStrongCastPair	castPair360
movie9428	ex:featuresStrongCastPair	castPair633
movie9428	ex:featuresStrongCastPair	castPair264
movie603692	ex:featuresStrongCastPair	castPair613
movie603692	ex:featuresStrongCastPair	castPair469
movie603692	ex:featuresStrongCastPair	castPair166
movie603692	ex:featuresStrongCastPair	castPair167
movie603692	ex:featuresStrongCastPair	castPair165
movie285	ex:featuresStrongCastPair	castPair96
movie285	ex:featuresStrongCastPair	castPair95
movie285	ex:featuresStrongCastPair	castPair79
movie285	ex:featuresStrongCastPair	castPair73
movie285	ex:featuresStrongCastPair	castPair75
movie285	ex:featuresStrongCastPair	castPair78
movie285	ex:featuresStrongCastPair	castPair76
movie285	ex:featuresStrongCastPair	castPair77
movie285	ex:featuresStrongCastPair	castPair88
movie285	ex:featuresStrongCastPair	castPair84
movie285	ex:featuresStrongCastPair	castPair87
movie285	ex:featuresStrongCastPair	castPair85
movie285	ex:featuresStrongCastPair	castPair86
movie285	ex:featuresStrongCastPair	castPair300
movie285	ex:featuresStrongCastPair	castPair299
movie285	ex:featuresStrongCastPair	castPair297
movie285	ex:featuresStrongCastPair	castPair298
movie285	ex:featuresStrongCastPair	castPair432
movie285	ex:featuresStrongCastPair	castPair529
movie285	ex:featuresStrongCastPair	castPair303
movie285	ex:featuresStrongCastPair	castPair302
movie285	ex:featuresStrongCastPair	castPair301
movie285	ex:featuresStrongCastPair	castPair305
movie285	ex:featuresStrongCastPair	castPair304
movie285	ex:featuresStrongCastPair	castPair434
movie285	ex:featuresStrongCastPair	castPair433
movie58	ex:featuresStrongCastPair	castPair79
movie58	ex:featuresStrongCastPair	castPair73
movie58	ex:featuresStrongCastPair	castPair75
movie58	ex:featuresStrongCastPair	castPair78
movie58	ex:featuresStrongCastPair	castPair76
movie58	ex:featuresStrongCastPair	castPair77
movie58	ex:featuresStrongCastPair	castPair88
movie58	ex:featuresStrongCastPair	castPair84
movie58	ex:featuresStrongCastPair	castPair87
movie58	ex:featuresStrongCastPair	castPair85
movie58	ex:featuresStrongCastPair	castPair86
movie58	ex:featuresStrongCastPair	castPair432
movie58	ex:featuresStrongCastPair	castPair300
movie58	ex:featuresStrongCastPair	castPair299
movie58	ex:featuresStrongCastPair	castPair297
movie58	ex:featuresStrongCastPair	castPair298
movie58	ex:featuresStrongCastPair	castPair434
movie58	ex:featuresStrongCastPair	castPair433
movie58	ex:featuresStrongCastPair	castPair529
movie58	ex:featuresStrongCastPair	castPair303
movie58	ex:featuresStrongCastPair	castPair302
movie58	ex:featuresStrongCastPair	castPair301
movie58	ex:featuresStrongCastPair	castPair305
movie58	ex:featuresStrongCastPair	castPair304
movie22	ex:featuresStrongCastPair	castPair96
movie22	ex:featuresStrongCastPair	castPair79
movie22	ex:featuresStrongCastPair	castPair73
movie22	ex:featuresStrongCastPair	castPair75
movie22	ex:featuresStrongCastPair	castPair78
movie22	ex:featuresStrongCastPair	castPair76
movie22	ex:featuresStrongCastPair	castPair77
movie22	ex:featuresStrongCastPair	castPair88
movie22	ex:featuresStrongCastPair	castPair84
movie22	ex:featuresStrongCastPair	castPair87
movie22	ex:featuresStrongCastPair	castPair85
movie22	ex:featuresStrongCastPair	castPair86
movie22	ex:featuresStrongCastPair	castPair300
movie22	ex:featuresStrongCastPair	castPair299
movie22	ex:featuresStrongCastPair	castPair297
movie22	ex:featuresStrongCastPair	castPair298
movie22	ex:featuresStrongCastPair	castPair529
movie22	ex:featuresStrongCastPair	castPair303
movie22	ex:featuresStrongCastPair	castPair302
movie22	ex:featuresStrongCastPair	castPair301
movie22	ex:featuresStrongCastPair	castPair305
movie22	ex:featuresStrongCastPair	castPair304
movie507086	ex:featuresStrongCastPair	castPair348
movie507086	ex:featuresStrongCastPair	castPair568
movie507086	ex:featuresStrongCastPair	castPair240
movie507086	ex:featuresStrongCastPair	castPair238
movie507086	ex:featuresStrongCastPair	castPair239
movie120467	ex:featuresStrongCastPair	castPair262
movie120467	ex:featuresStrongCastPair	castPair261
movie120467	ex:featuresStrongCastPair	castPair263
movie346648	ex:featuresStrongCastPair	castPair293
movie346648	ex:featuresStrongCastPair	castPair294
movie346648	ex:featuresStrongCastPair	castPair368
movie346648	ex:featuresStrongCastPair	castPair183
movie346648	ex:featuresStrongCastPair	castPair184
movie346648	ex:featuresStrongCastPair	castPair182
movie346648	ex:featuresStrongCastPair	castPair185
movie346648	ex:featuresStrongCastPair	castPair186
movie346648	ex:featuresStrongCastPair	castPair187
movie346648	ex:featuresStrongCastPair	castPair188
movie346648	ex:featuresStrongCastPair	castPair67
movie346648	ex:featuresStrongCastPair	castPair68
movie346648	ex:featuresStrongCastPair	castPair65
movie346648	ex:featuresStrongCastPair	castPair66
movie346648	ex:featuresStrongCastPair	castPair69
movie116149	ex:featuresStrongCastPair	castPair293
movie116149	ex:featuresStrongCastPair	castPair294
movie116149	ex:featuresStrongCastPair	castPair368
movie116149	ex:featuresStrongCastPair	castPair183
movie116149	ex:featuresStrongCastPair	castPair184
movie116149	ex:featuresStrongCastPair	castPair182
movie116149	ex:featuresStrongCastPair	castPair185
movie116149	ex:featuresStrongCastPair	castPair186
movie116149	ex:featuresStrongCastPair	castPair187
movie116149	ex:featuresStrongCastPair	castPair188
movie116149	ex:featuresStrongCastPair	castPair67
movie116149	ex:featuresStrongCastPair	castPair68
movie116149	ex:featuresStrongCastPair	castPair65
movie116149	ex:featuresStrongCastPair	castPair66
movie116149	ex:featuresStrongCastPair	castPair69
movie9003	ex:featuresStrongCastPair	castPair588
movie379170	ex:featuresStrongCastPair	castPair620
movie436969	ex:featuresStrongCastPair	castPair106
movie791373	ex:featuresStrongCastPair	castPair669
movie791373	ex:featuresStrongCastPair	castPair670
movie791373	ex:featuresStrongCastPair	castPair630
movie791373	ex:featuresStrongCastPair	castPair631
movie791373	ex:featuresStrongCastPair	castPair632
movie791373	ex:featuresStrongCastPair	castPair671
movie791373	ex:featuresStrongCastPair	castPair285
movie791373	ex:featuresStrongCastPair	castPair284
movie791373	ex:featuresStrongCastPair	castPair286
movie791373	ex:featuresStrongCastPair	castPair287
movie464052	ex:featuresStrongCastPair	castPair672
movie141052	ex:featuresStrongCastPair	castPair670
movie141052	ex:featuresStrongCastPair	castPair669
movie141052	ex:featuresStrongCastPair	castPair630
movie141052	ex:featuresStrongCastPair	castPair632
movie141052	ex:featuresStrongCastPair	castPair631
movie141052	ex:featuresStrongCastPair	castPair671
movie141052	ex:featuresStrongCastPair	castPair672
movie141052	ex:featuresStrongCastPair	castPair285
movie141052	ex:featuresStrongCastPair	castPair284
movie141052	ex:featuresStrongCastPair	castPair287
movie141052	ex:featuresStrongCastPair	castPair286
movie141052	ex:featuresStrongCastPair	castPair461
movie141052	ex:featuresStrongCastPair	castPair462
movie297762	ex:featuresStrongCastPair	castPair672
movie209112	ex:featuresStrongCastPair	castPair669
movie209112	ex:featuresStrongCastPair	castPair670
movie209112	ex:featuresStrongCastPair	castPair630
movie209112	ex:featuresStrongCastPair	castPair631
movie209112	ex:featuresStrongCastPair	castPair632
movie209112	ex:featuresStrongCastPair	castPair671
movie209112	ex:featuresStrongCastPair	castPair461
movie209112	ex:featuresStrongCastPair	castPair462
movie209112	ex:featuresStrongCastPair	castPair285
movie209112	ex:featuresStrongCastPair	castPair284
movie209112	ex:featuresStrongCastPair	castPair286
movie209112	ex:featuresStrongCastPair	castPair287
movie49521	ex:featuresStrongCastPair	castPair632
movie49521	ex:featuresStrongCastPair	castPair461
movie49521	ex:featuresStrongCastPair	castPair462
movie559	ex:featuresStrongCastPair	castPair376
movie559	ex:featuresStrongCastPair	castPair292
movie559	ex:featuresStrongCastPair	castPair291
movie559	ex:featuresStrongCastPair	castPair288
movie559	ex:featuresStrongCastPair	castPair289
