candidate_id,candidate_title,year,cos,meta,final,seed,comp_genres,comp_keywords,comp_cast,comp_director,comp_runtime,comp_language,comp_popularity,comp_vote,name_norm,year_str,genre_list,director_list,watchlist_priority,genre_boost,director_boost,genre_penalty,director_penalty,score,cos_norm,final_norm,s_gnn,s_gnn_norm,ensemble_0.2,ensemble_0.4,ensemble_0.6,ensemble_0.8,test_relevant
2080,X-Men Origins: Wolverine,2009.0,0.0,0.4873,0.1949,Justice League,1.0,0.2857,0.0,0.0,0.9104,1.0,0.7443,0.9495,x-men origins: wolverine,2009.0,[],[],False,False,False,False,False,0,0.0,0.9999998924731299,-14.135814666748047,0.0,0.799999913978504,0.599999935483878,0.399999956989252,0.19999997849462595,False
1271,300,2007.0,0.0,0.464,0.1856,Justice League,0.5,0.0333,0.0,1.0,0.9912,1.0,0.9338,0.721,300,2007.0,[],[],False,False,False,False,False,0,0.0,0.0,-14.135814666748047,0.0,0.0,0.0,0.0,0.0,False
624479,Superman II: The Richard Donner Cut,2006.0,0.0,0.4676,0.187,Justice League,1.0,0.2308,0.0,0.0,0.9912,1.0,0.7686,0.6685,superman ii: the richard donner cut,2006.0,[],[],False,False,False,False,False,0,0.0,0.1505376182217628,-14.135814666748047,0.0,0.12043009457741023,0.09032257093305766,0.060215047288705116,0.03010752364435255,False
1991,Death Proof,2007.0,0.0,0.501,0.2004,Kill Bill: Vol. 2,0.6667,0.0179,0.0526,1.0,0.7454,1.0,0.9185,0.74,death proof,2007.0,[],[],False,False,False,False,False,0,0.0,0.0,-14.135814666748047,0.0,0.0,0.0,0.0,0.0,False
1966,Alexander,2004.0,0.0932,0.3092,0.1796,King Kong,0.5,0.0,0.0,0.0,0.9231,1.0,0.997,0.7648,alexander,2004.0,[],[],False,False,False,False,False,0,0.0,0.0,-14.135814666748047,0.0,0.0,0.0,0.0,0.0,False
2056,The Station Agent,2003.0,0.0,0.4538,0.1815,Lady Bird,1.0,0.0476,0.0,0.0,0.9802,1.0,0.9308,0.9745,the station agent,2003.0,[],[],False,False,False,False,False,0,0.0,0.0,-15.094339370727539,0.0,0.0,0.0,0.0,0.0,False
21641,The Damned United,2009.0,0.0,0.554,0.2216,Les Misérables,1.0,0.0238,0.0,1.0,0.1265,1.0,0.8815,0.977,the damned united,2009.0,[],[],False,False,False,False,False,0,0.0,0.0,-14.135814666748047,0.0,0.0,0.0,0.0,0.0,False
1382,Me and You and Everyone We Know,2005.0,0.0,0.4484,0.1794,Little Miss Sunshine,1.0,0.0833,0.0,0.0,0.935,1.0,0.8724,0.827,me and you and everyone we know,2005.0,[],[],False,False,False,False,False,0,0.0,0.0,-15.094339370727539,0.0,0.0,0.0,0.0,0.0,False
1209285,We Treat Women Too Well,2024.0,0.0,0.4513,0.1805,Look Who's Back,1.0,0.3333,0.0,0.0,0.8007,0.0,0.9793,0.9118,we treat women too well,2024.0,[],[],False,False,False,False,False,0,0.0,0.0,-14.135814666748047,0.0,0.0,0.0,0.0,0.0,False
1887,Marie Antoinette,2006.0,0.0,0.4584,0.1833,Luther,1.0,0.0667,0.0,0.0,1.0,1.0,0.9759,0.9248,marie antoinette,2006.0,[],[],False,False,False,False,False,0,0.0,0.0,-14.135814666748047,0.0,0.0,0.0,0.0,0.0,False
